Arquivo,MIME_type
VirusShare_adf4e8b8d77c82abe8219d3fe495c278,application/msword
VirusShare_e8e1dde40267664d096d602fcf1fb785,application/msword
VirusShare_149c2c6fc6cd9dda8b091cf3b63341f5,application/msword
VirusShare_2d494d83bef839234bbc2494159f1459,application/msword
VirusShare_a11961fc07e46eeec9501ccc41e9f49a,application/msword
VirusShare_0760f1a4e6a892382abf9ed97adee26d,application/msword
VirusShare_8219667d7dc623da19e8c94bed993241,application/msword
VirusShare_c6aa98b857694746cbeb4a6482a8104e,application/msword
VirusShare_5b7d60efb95fdab800a1c9b59c816b6c,application/msword
VirusShare_7c6ff96ddaf3bf3bf824ba6e625a9d21,application/msword
VirusShare_47e5a0475df2c5edcc8eb64b42c9792d,application/msword
VirusShare_34c7ca3cb0a54b2106e1927ec9ae0794,application/msword
VirusShare_0424003964100e70ab13501447551d7b,application/msword
