Arquivo,MIME_type
VirusShare_ba077a988793bef42012f4ea39825be5,text/rtf
VirusShare_5cca1f33feb7408470e88164f767b53a,text/rtf
VirusShare_5698e96ffcc5607c78e5708bac591ef2,text/rtf
VirusShare_d7acf8a58a49809da3cb13b96c4e9a82,text/rtf
VirusShare_4f33d8d889359795fb32886b0d6d9bda,text/rtf
VirusShare_0c68aa18f218975e9c8e94ee595f45d2,text/rtf
VirusShare_c731faf6a696ec3653014f0565077749,text/rtf
VirusShare_56ba8cdb5481e7a313df8cd36d9a5c44,text/rtf
VirusShare_89af24f0e1f60aeaf8f17ee6de881a8c,text/rtf
VirusShare_4b36f4e19697762443b8074ce4295170,text/rtf
VirusShare_ba23fca050239a34b7304d607a61195f,text/rtf
VirusShare_0d5477d7a2b13abeb64f8e6750aa3c09,text/rtf
VirusShare_527458a20d961c482beb38ed150aeea5,text/rtf
VirusShare_9bb2a3e18c27b683118ee6e51bb811fe,text/rtf
VirusShare_d31b0307a56355711e50f3b58856b86b,text/rtf
VirusShare_6bd6345769283955da827076b3dbe2f0,text/rtf
VirusShare_47cda64076d088d10b83fd56e8656894,text/rtf
VirusShare_1f20821a142f93fac5153746b902b166,text/rtf
VirusShare_522a81c7569784b4b67e48a54b7d2bf8,text/rtf
VirusShare_6309933eb67b93ede338823f5b4c9ba4,text/rtf
VirusShare_9959d407a749bd1e62be0b694b14fa36,text/rtf
VirusShare_e278a3d61d7f534756200e4390473daa,text/rtf
VirusShare_1d91895b2def45716498f9af9c6dafe7,text/rtf
VirusShare_aec5ece74af68b45745edee134a66d5b,text/rtf
VirusShare_4ab22855e9f0bd4379da4301e17757f5,text/rtf
VirusShare_0d9a74b8b1933dd6af27ee5af690ab66,text/rtf
VirusShare_5c60acf507b71e1dbe92adec3f4b596a,text/rtf
