Arquivo,MIME_type,Pasta de Destino
VirusShare_9cc6823b5d0198e6e2ad8003e3dface8,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,./sample_classification/application_vnd.openxmlformats-officedocument.spreadsheetml.sheet
VirusShare_fa0ed4a1900de0a1c73d2dc832c170b8,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,./sample_classification/application_vnd.openxmlformats-officedocument.spreadsheetml.sheet
VirusShare_b42ee887ec5c1b4bde8caf1e7dd8e224,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,./sample_classification/application_vnd.openxmlformats-officedocument.spreadsheetml.sheet
VirusShare_0890603b4e136a449cc0621f323e44e7,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,./sample_classification/application_vnd.openxmlformats-officedocument.spreadsheetml.sheet
VirusShare_d55a8c280418385e744d9f08b0e99c31,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,./sample_classification/application_vnd.openxmlformats-officedocument.spreadsheetml.sheet
VirusShare_e2e02dc7ef848129d9ac0d85ac7c81e6,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,./sample_classification/application_vnd.openxmlformats-officedocument.spreadsheetml.sheet
VirusShare_b5651465065af20aee64bdd5a2529060,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,./sample_classification/application_vnd.openxmlformats-officedocument.spreadsheetml.sheet
VirusShare_4a31be5d95d7c3bf8bbba513ac9a1096,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,./sample_classification/application_vnd.openxmlformats-officedocument.spreadsheetml.sheet
VirusShare_0308eb9bd90c76a733612a805a51190b,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,./sample_classification/application_vnd.openxmlformats-officedocument.spreadsheetml.sheet
VirusShare_9d34c781afd0b7792b14f9bab6e4f818,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,./sample_classification/application_vnd.openxmlformats-officedocument.spreadsheetml.sheet
