Arquivo,MIME_type
VirusShare_86e3c86016f29e40e821b63a72ae1572,text/x-msdos-batch
VirusShare_bf05379c687d73c71769549aa9de3243,text/x-msdos-batch
VirusShare_ba21d563971f9d242189be1deadb45b2,text/x-msdos-batch
VirusShare_7b2b1c3d6883fb49be797613c8a0e7e9,text/x-msdos-batch
VirusShare_de0c319cf89185d64b806f6b70f0655b,text/x-msdos-batch
VirusShare_a1a6f4cb136bf08021ef441bf36d9150,text/x-msdos-batch
VirusShare_5cefe12d23bb18201c9eb6edbd39c512,text/x-msdos-batch
VirusShare_1f7ec7e94c942a9cb0a12a7f8e346230,text/x-msdos-batch
VirusShare_3427eb1eea128dd6c28659105f8d79dd,text/x-msdos-batch
VirusShare_bef10fe83ace57cfcaf64b4f3cf03600,text/x-msdos-batch
VirusShare_4be324b6f0fb4432e5640412645ade0b,text/x-msdos-batch
