Arquivo,MIME_type
bd42d742f93a728bb2b65b848d5f146107425e48638830a515beea29b305769a,application/x-ms-shortcut
c184d87db9b62406510376cdfb08fa1f31a2fff1fb5b049a77025e502ac5d4f5,application/x-ms-shortcut
f550b59077d4ec1abf6e50b5383e9461bf2f2c82ce8e5e7fe8f6f052d3225d13,application/x-ms-shortcut
