Arquivo,Tipo MIME
VirusShare_489e64c3e3f8d744653ddb1f3e25acb5,text/x-msdos-batch
VirusShare_809ab09b3267114d4aaec0535ef0a271,text/x-msdos-batch
VirusShare_b34d197aacd230e460926eab7f78c5e2,text/x-msdos-batch
VirusShare_bfa0fc6a70e750b6ddf6660c9e06fc66,text/x-msdos-batch
