Arquivo,MIME_type,Pasta de Destino
VirusShare_4b054b63b249e15b82f174bf81462380,application/x-tar,./sample_classification/application_x-tar
VirusShare_73adcf1825fe53847d6c4b52c5f05722,application/x-tar,./sample_classification/application_x-tar
