Arquivo,MIME_type
VirusShare_850ba0a417bba13f3e948659ff4cf7b2,application/vnd.openxmlformats-officedocument.wordprocessingml.document
VirusShare_a675a24b1108d82f1492a66999254dcb,application/vnd.openxmlformats-officedocument.wordprocessingml.document
VirusShare_92b9a1db86b631fc9de68915de446756,application/vnd.openxmlformats-officedocument.wordprocessingml.document
VirusShare_e037f1acba2aceb577f1c57a80389ce1,application/vnd.openxmlformats-officedocument.wordprocessingml.document
VirusShare_bde74c878ef5030e6bc990d7353c8188,application/vnd.openxmlformats-officedocument.wordprocessingml.document
VirusShare_369bc180393c3e49bf6027f8d2eb4d79,application/vnd.openxmlformats-officedocument.wordprocessingml.document
VirusShare_1bff09c43a0c04861ec2bfc596ecd85c,application/vnd.openxmlformats-officedocument.wordprocessingml.document
VirusShare_101e0ab52064b79ca90bb2ad7e07c3ec,application/vnd.openxmlformats-officedocument.wordprocessingml.document
VirusShare_95e8ff39ad8f2c995424c4707281d5e6,application/vnd.openxmlformats-officedocument.wordprocessingml.document
VirusShare_cf78f97b8e0ba50b17f580bdb85048bf,application/vnd.openxmlformats-officedocument.wordprocessingml.document
VirusShare_52796ee24c18174a7b3bc1bdcd87bc1c,application/vnd.openxmlformats-officedocument.wordprocessingml.document
