Arquivo,MIME_type
VirusShare_40f5282728af8a4ca1059788010b287e,application/msword
VirusShare_be65a6bd5972d02f2d1442000eb382c2,application/msword
VirusShare_9d4456fc80036ddd83f4ef4733681680,application/msword
VirusShare_9d50c6e51e9c0fd168e11a4b35fbd4c7,application/msword
VirusShare_67265501798d918f19924869535a528e,application/msword
VirusShare_cfed1ba7bb7cf7fd20b4fbb9a354d885,application/msword
VirusShare_2e457b5226cd974845c906ef142c4a06,application/msword
VirusShare_9518c5deeb896fae3bf66c82b2724212,application/msword
VirusShare_68d6f6d111ee6dce34d3728370423a81,application/msword
VirusShare_016b46250d44996b4d8f2b924c9525bb,application/msword
VirusShare_cade06d1e06d0c051a9e7d01b04eaae0,application/msword
VirusShare_3706afa1ea34d8d6d1b75dc8e03bcff3,application/msword
VirusShare_1b44824e6fd897b3dd1e35ed58447bce,application/msword
VirusShare_c7f5482e51ef355a25bf810efdb3ec0a,application/msword
VirusShare_cb071be864a4468c8d90f143c82b62dd,application/msword
VirusShare_7335d2df54055b7855d8a9fb1ede65c5,application/msword
VirusShare_1c252d562b846f8535d87bfab0c7c1f2,application/msword
VirusShare_9a9744c2e161c703d087f4260b6d33ea,application/msword
VirusShare_8eaf2438c1f4c54526adaa283f3db2f0,application/msword
