Arquivo,Tipo MIME,Pasta de Destino
VirusShare_10208df384c952ea45046cb739b9e597,text/x-c,./sample_classification/text_x-c
VirusShare_758d96f39df359c9aa8f6b1d2c25f9c0,text/x-c,./sample_classification/text_x-c
