Arquivo,MIME_type
VirusShare_9240e502f9d49c9ace4458bce176e79d,text/rtf
VirusShare_b22e0764344687db8596eab6d9eb85df,text/rtf
VirusShare_9b39547af5720a788a24f1ff7c9a4f7c,text/rtf
VirusShare_adf2dfc27da038d24264a469ac108b9a,text/rtf
VirusShare_93abec14185d380695f65beaaca97b84,text/rtf
VirusShare_74b8fcd6518a3c217ce4f51f9db2c8e2,text/rtf
VirusShare_9c973769243aaaf6f2bbe7e20881db66,text/rtf
VirusShare_ecab98438f6646a9287aef932fa10eb6,text/rtf
VirusShare_8aa089cf04c5fad4da47736f639a663a,text/rtf
VirusShare_8d195db00cc6bf08965bc91f2879149c,text/rtf
VirusShare_a174380b6e9f839091c8798bcc101a70,text/rtf
VirusShare_67b96e73dbfb6962c609f637b528b642,text/rtf
VirusShare_176ed913c521fc90d81001b1931977ca,text/rtf
VirusShare_0285634d458ab2befb2eda5bb95fdfaa,text/rtf
VirusShare_d1da6a514cb1768a6f4afc406c20b8ba,text/rtf
VirusShare_0102cdfb5c2cd28acd0550df73421c18,text/rtf
VirusShare_a8613bacfb92ddf2380d9f09facf0ff4,text/rtf
VirusShare_95e7fc5e4d7bb5ae8791ffeaa4bf0c71,text/rtf
VirusShare_9df36b6c98f5c1cd3a197bb715e4f731,text/rtf
VirusShare_20a156a8104ed56daf894b044251a2ff,text/rtf
VirusShare_30865dc28c797e90761d5c75c9f14c12,text/rtf
VirusShare_3cac2638643b2f60df28042f0e3a2132,text/rtf
VirusShare_4477bbb3bb1aac721d9c2e5b5ba487dc,text/rtf
VirusShare_9c0fd77227dc7dbd1117b41358fad2ad,text/rtf
VirusShare_8f2b2c27374f25f5eae0d5ef1cc98ea3,text/rtf
VirusShare_82b7843efadaeb8ca0b9a6454da6a9b6,text/rtf
VirusShare_6a0546434b6a3f30f59f06a6761620e2,text/rtf
VirusShare_9f1f2eefaac64b1029574050e16c4d49,text/rtf
VirusShare_58179d86faa0963ecbdd7ad991f9b576,text/rtf
VirusShare_30b079f55100cdd87aa533f09d25a90c,text/rtf
